,PassengerId,Survived,Pclass,Name,Female,Child_rand,Child_mean,FamilySize,Embarked_map
377,378,0,1,"Widener, Mr. Harry Elkins",0,0,0,3,1
378,379,0,3,"Betros, Mr. Tannous",0,0,0,1,1
379,380,0,3,"Gustafsson, Mr. Karl Gideon",0,0,0,1,0
380,381,1,1,"Bidois, Miss. Rosalie",1,0,0,1,1
381,382,1,3,"Nakid, Miss. Maria (""Mary"")",1,1,1,3,1
382,383,0,3,"Tikkanen, Mr. Juho",0,0,0,1,0
383,384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",1,0,0,2,0
384,385,0,3,"Plotcharsky, Mr. Vasil",0,0,0,1,0
385,386,0,2,"Davies, Mr. Charles Henry",0,0,0,1,0
386,387,0,3,"Goodwin, Master. Sidney Leonard",0,1,1,8,0
387,388,1,2,"Buss, Miss. Kate",1,0,0,1,0
388,389,0,3,"Sadlier, Mr. Matthew",0,0,0,1,2
389,390,1,2,"Lehmann, Miss. Bertha",1,0,0,1,1
390,391,1,1,"Carter, Mr. William Ernest",0,0,0,4,0
391,392,1,3,"Jansson, Mr. Carl Olof",0,0,0,1,0
392,393,0,3,"Gustafsson, Mr. Johan Birger",0,0,0,3,0
393,394,1,1,"Newell, Miss. Marjorie",1,0,0,2,1
394,395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",1,0,0,3,0
395,396,0,3,"Johansson, Mr. Erik",0,0,0,1,0
396,397,0,3,"Olsson, Miss. Elina",1,0,0,1,0
397,398,0,2,"McKane, Mr. Peter David",0,0,0,1,0
398,399,0,2,"Pain, Dr. Alfred",0,0,0,1,0
399,400,1,2,"Trout, Mrs. William H (Jessie L)",1,0,0,1,0
400,401,1,3,"Niskanen, Mr. Juha",0,0,0,1,0
401,402,0,3,"Adams, Mr. John",0,0,0,1,0
402,403,0,3,"Jussila, Miss. Mari Aina",1,0,0,2,0
403,404,0,3,"Hakkarainen, Mr. Pekka Pietari",0,0,0,2,0
404,405,0,3,"Oreskovic, Miss. Marija",1,0,0,1,0
405,406,0,2,"Gale, Mr. Shadrach",0,0,0,2,0
406,407,0,3,"Widegren, Mr. Carl/Charles Peter",0,0,0,1,0
407,408,1,2,"Richards, Master. William Rowe",0,1,1,3,0
408,409,0,3,"Birkeland, Mr. Hans Martin Monsen",0,0,0,1,0
409,410,0,3,"Lefebre, Miss. Ida",1,0,0,5,0
410,411,0,3,"Sdycoff, Mr. Todor",0,0,0,1,0
411,412,0,3,"Hart, Mr. Henry",0,0,0,1,2
412,413,1,1,"Minahan, Miss. Daisy E",1,0,0,2,2
413,414,0,2,"Cunningham, Mr. Alfred Fleming",0,0,0,1,0
414,415,1,3,"Sundman, Mr. Johan Julian",0,0,0,1,0
415,416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",1,0,0,1,0
416,417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",1,0,0,3,0
417,418,1,2,"Silven, Miss. Lyyli Karoliina",1,0,0,3,0
418,419,0,2,"Matthews, Mr. William John",0,0,0,1,0
419,420,0,3,"Van Impe, Miss. Catharina",1,1,1,3,0
420,421,0,3,"Gheorgheff, Mr. Stanio",0,0,0,1,1
421,422,0,3,"Charters, Mr. David",0,0,0,1,2
422,423,0,3,"Zimmerman, Mr. Leo",0,0,0,1,0
423,424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",1,0,0,3,0
424,425,0,3,"Rosblom, Mr. Viktor Richard",0,0,0,3,0
425,426,0,3,"Wiseman, Mr. Phillippe",0,1,0,1,0
426,427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",1,0,0,2,0
427,428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",1,0,0,1,0
428,429,0,3,"Flynn, Mr. James",0,0,0,1,2
429,430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",0,0,0,1,0
430,431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",0,0,0,1,0
431,432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",1,0,0,2,0
432,433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",1,0,0,2,0
433,434,0,3,"Kallio, Mr. Nikolai Erland",0,0,0,1,0
434,435,0,1,"Silvey, Mr. William Baird",0,0,0,2,0
435,436,1,1,"Carter, Miss. Lucile Polk",1,1,1,4,0
436,437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",1,0,0,5,0
437,438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",1,0,0,6,0
438,439,0,1,"Fortune, Mr. Mark",0,0,0,6,0
439,440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",0,0,0,1,0
440,441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",1,0,0,3,0
441,442,0,3,"Hampe, Mr. Leon",0,0,0,1,0
442,443,0,3,"Petterson, Mr. Johan Emil",0,0,0,2,0
443,444,1,2,"Reynaldo, Ms. Encarnacion",1,0,0,1,0
444,445,1,3,"Johannesen-Bratthammer, Mr. Bernt",0,0,0,1,0
445,446,1,1,"Dodge, Master. Washington",0,1,1,3,0
446,447,1,2,"Mellinger, Miss. Madeleine Violet",1,1,1,2,0
447,448,1,1,"Seward, Mr. Frederic Kimber",0,0,0,1,0
448,449,1,3,"Baclini, Miss. Marie Catherine",1,1,1,4,1
449,450,1,1,"Peuchen, Major. Arthur Godfrey",0,0,0,1,0
450,451,0,2,"West, Mr. Edwy Arthur",0,0,0,4,0
451,452,0,3,"Hagland, Mr. Ingvald Olai Olsen",0,0,0,2,0
452,453,0,1,"Foreman, Mr. Benjamin Laventall",0,0,0,1,1
453,454,1,1,"Goldenberg, Mr. Samuel L",0,0,0,2,1
454,455,0,3,"Peduzzi, Mr. Joseph",0,0,0,1,0
455,456,1,3,"Jalsevac, Mr. Ivan",0,0,0,1,1
456,457,0,1,"Millet, Mr. Francis Davis",0,0,0,1,0
457,458,1,1,"Kenyon, Mrs. Frederick R (Marion)",1,0,0,2,0
458,459,1,2,"Toomey, Miss. Ellen",1,0,0,1,0
459,460,0,3,"O'Connor, Mr. Maurice",0,0,0,1,2
460,461,1,1,"Anderson, Mr. Harry",0,0,0,1,0
461,462,0,3,"Morley, Mr. William",0,0,0,1,0
462,463,0,1,"Gee, Mr. Arthur H",0,0,0,1,0
463,464,0,2,"Milling, Mr. Jacob Christian",0,0,0,1,0
464,465,0,3,"Maisner, Mr. Simon",0,0,0,1,0
465,466,0,3,"Goncalves, Mr. Manuel Estanslas",0,0,0,1,0
466,467,0,2,"Campbell, Mr. William",0,0,0,1,0
467,468,0,1,"Smart, Mr. John Montgomery",0,0,0,1,0
468,469,0,3,"Scanlan, Mr. James",0,0,0,1,2
469,470,1,3,"Baclini, Miss. Helene Barbara",1,1,1,4,1
470,471,0,3,"Keefe, Mr. Arthur",0,0,0,1,0
471,472,0,3,"Cacic, Mr. Luka",0,0,0,1,0
472,473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",1,0,0,4,0
473,474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",1,0,0,1,1
474,475,0,3,"Strandberg, Miss. Ida Sofia",1,0,0,1,0
475,476,0,1,"Clifford, Mr. George Quincy",0,0,0,1,0
476,477,0,2,"Renouf, Mr. Peter Henry",0,0,0,2,0
477,478,0,3,"Braund, Mr. Lewis Richard",0,0,0,2,0
478,479,0,3,"Karlsson, Mr. Nils August",0,0,0,1,0
479,480,1,3,"Hirvonen, Miss. Hildur E",1,1,1,2,0
480,481,0,3,"Goodwin, Master. Harold Victor",0,1,1,8,0
481,482,0,2,"Frost, Mr. Anthony Wood ""Archie""",0,0,0,1,0
482,483,0,3,"Rouse, Mr. Richard Henry",0,0,0,1,0
483,484,1,3,"Turkula, Mrs. (Hedwig)",1,0,0,1,0
484,485,1,1,"Bishop, Mr. Dickinson H",0,0,0,2,1
485,486,0,3,"Lefebre, Miss. Jeannie",1,1,0,5,0
486,487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",1,0,0,2,0
487,488,0,1,"Kent, Mr. Edward Austin",0,0,0,1,1
488,489,0,3,"Somerton, Mr. Francis William",0,0,0,1,0
489,490,1,3,"Coutts, Master. Eden Leslie ""Neville""",0,1,1,3,0
490,491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",0,0,0,2,0
491,492,0,3,"Windelov, Mr. Einar",0,0,0,1,0
492,493,0,1,"Molson, Mr. Harry Markland",0,0,0,1,0
493,494,0,1,"Artagaveytia, Mr. Ramon",0,0,0,1,1
494,495,0,3,"Stanley, Mr. Edward Roland",0,0,0,1,0
495,496,0,3,"Yousseff, Mr. Gerious",0,0,0,1,1
496,497,1,1,"Eustis, Miss. Elizabeth Mussey",1,0,0,2,1
497,498,0,3,"Shellard, Mr. Frederick William",0,0,0,1,0
498,499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",1,0,0,4,0
499,500,0,3,"Svensson, Mr. Olof",0,0,0,1,0
500,501,0,3,"Calic, Mr. Petar",0,0,0,1,0
501,502,0,3,"Canavan, Miss. Mary",1,0,0,1,2
502,503,0,3,"O'Sullivan, Miss. Bridget Mary",1,1,0,1,2
503,504,0,3,"Laitinen, Miss. Kristina Sofia",1,0,0,1,0
504,505,1,1,"Maioni, Miss. Roberta",1,1,1,1,0
505,506,0,1,"Penasco y Castellana, Mr. Victor de Satode",0,0,0,2,1
506,507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",1,0,0,3,0
507,508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",0,0,0,1,0
508,509,0,3,"Olsen, Mr. Henry Margido",0,0,0,1,0
509,510,1,3,"Lang, Mr. Fang",0,0,0,1,0
510,511,1,3,"Daly, Mr. Eugene Patrick",0,0,0,1,2
511,512,0,3,"Webber, Mr. James",0,0,0,1,0
512,513,1,1,"McGough, Mr. James Robert",0,0,0,1,0
513,514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",1,0,0,2,1
514,515,0,3,"Coleff, Mr. Satio",0,0,0,1,0
515,516,0,1,"Walker, Mr. William Anderson",0,0,0,1,0
516,517,1,2,"Lemore, Mrs. (Amelia Milley)",1,0,0,1,0
517,518,0,3,"Ryan, Mr. Patrick",0,0,0,1,2
518,519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",1,0,0,2,0
519,520,0,3,"Pavlovic, Mr. Stefo",0,0,0,1,0
520,521,1,1,"Perreault, Miss. Anne",1,0,0,1,0
521,522,0,3,"Vovk, Mr. Janko",0,0,0,1,0
522,523,0,3,"Lahoud, Mr. Sarkis",0,0,0,1,1
523,524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",1,0,0,2,1
524,525,0,3,"Kassem, Mr. Fared",0,0,0,1,1
525,526,0,3,"Farrell, Mr. James",0,0,0,1,2
526,527,1,2,"Ridsdale, Miss. Lucy",1,0,0,1,0
527,528,0,1,"Farthing, Mr. John",0,0,0,1,0
528,529,0,3,"Salonen, Mr. Johan Werner",0,0,0,1,0
529,530,0,2,"Hocking, Mr. Richard George",0,0,0,4,0
530,531,1,2,"Quick, Miss. Phyllis May",1,1,1,3,0
531,532,0,3,"Toufik, Mr. Nakli",0,0,0,1,1
532,533,0,3,"Elias, Mr. Joseph Jr",0,0,0,3,1
533,534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",1,0,0,3,1
534,535,0,3,"Cacic, Miss. Marija",1,0,0,1,0
535,536,1,2,"Hart, Miss. Eva Miriam",1,1,1,3,0
536,537,0,1,"Butt, Major. Archibald Willingham",0,0,0,1,0
537,538,1,1,"LeRoy, Miss. Bertha",1,0,0,1,1
538,539,0,3,"Risien, Mr. Samuel Beard",0,0,0,1,0
539,540,1,1,"Frolicher, Miss. Hedwig Margaritha",1,0,0,3,1
540,541,1,1,"Crosby, Miss. Harriet R",1,0,0,3,0
541,542,0,3,"Andersson, Miss. Ingeborg Constanzia",1,1,1,7,0
542,543,0,3,"Andersson, Miss. Sigrid Elisabeth",1,1,1,7,0
543,544,1,2,"Beane, Mr. Edward",0,0,0,2,0
544,545,0,1,"Douglas, Mr. Walter Donald",0,0,0,2,1
545,546,0,1,"Nicholson, Mr. Arthur Ernest",0,0,0,1,0
546,547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",1,0,0,2,0
547,548,1,2,"Padro y Manent, Mr. Julian",0,0,0,1,1
548,549,0,3,"Goldsmith, Mr. Frank John",0,0,0,3,0
549,550,1,2,"Davies, Master. John Morgan Jr",0,1,1,3,0
550,551,1,1,"Thayer, Mr. John Borland Jr",0,0,0,3,1
551,552,0,2,"Sharp, Mr. Percival James R",0,0,0,1,0
552,553,0,3,"O'Brien, Mr. Timothy",0,0,0,1,2
553,554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",0,0,0,1,1
554,555,1,3,"Ohman, Miss. Velin",1,0,0,1,0
555,556,0,1,"Wright, Mr. George",0,0,0,1,0
556,557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",1,0,0,2,1
557,558,0,1,"Robbins, Mr. Victor",0,1,0,1,1
558,559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",1,0,0,3,0
559,560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",1,0,0,2,0
560,561,0,3,"Morrow, Mr. Thomas Rowan",0,0,0,1,2
561,562,0,3,"Sivic, Mr. Husein",0,0,0,1,0
562,563,0,2,"Norman, Mr. Robert Douglas",0,0,0,1,0
563,564,0,3,"Simmons, Mr. John",0,0,0,1,0
564,565,0,3,"Meanwell, Miss. (Marion Ogden)",1,0,0,1,0
565,566,0,3,"Davies, Mr. Alfred J",0,0,0,3,0
566,567,0,3,"Stoytcheff, Mr. Ilia",0,0,0,1,0
567,568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",1,0,0,5,0
568,569,0,3,"Doharr, Mr. Tannous",0,1,0,1,1
569,570,1,3,"Jonsson, Mr. Carl",0,0,0,1,0
570,571,1,2,"Harris, Mr. George",0,0,0,1,0
571,572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",1,0,0,3,0
572,573,1,1,"Flynn, Mr. John Irwin (""Irving"")",0,0,0,1,0
573,574,1,3,"Kelly, Miss. Mary",1,0,0,1,2
574,575,0,3,"Rush, Mr. Alfred George John",0,1,1,1,0
575,576,0,3,"Patchett, Mr. George",0,0,0,1,0
576,577,1,2,"Garside, Miss. Ethel",1,0,0,1,0
577,578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",1,0,0,2,0
578,579,0,3,"Caram, Mrs. Joseph (Maria Elias)",1,0,0,2,1
579,580,1,3,"Jussila, Mr. Eiriik",0,0,0,1,0
580,581,1,2,"Christy, Miss. Julie Rachel",1,0,0,3,0
581,582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",1,0,0,3,1
582,583,0,2,"Downton, Mr. William James",0,0,0,1,0
583,584,0,1,"Ross, Mr. John Hugo",0,0,0,1,1
584,585,0,3,"Paulner, Mr. Uscher",0,0,0,1,1
585,586,1,1,"Taussig, Miss. Ruth",1,0,0,3,0
586,587,0,2,"Jarvis, Mr. John Denzil",0,0,0,1,0
587,588,1,1,"Frolicher-Stehli, Mr. Maxmillian",0,0,0,3,1
588,589,0,3,"Gilinski, Mr. Eliezer",0,0,0,1,0
589,590,0,3,"Murdlin, Mr. Joseph",0,0,0,1,0
590,591,0,3,"Rintamaki, Mr. Matti",0,0,0,1,0
591,592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",1,0,0,2,1
592,593,0,3,"Elsbury, Mr. William James",0,0,0,1,0
593,594,0,3,"Bourke, Miss. Mary",1,1,0,3,2
594,595,0,2,"Chapman, Mr. John Henry",0,0,0,2,0
595,596,0,3,"Van Impe, Mr. Jean Baptiste",0,0,0,3,0
596,597,1,2,"Leitch, Miss. Jessie Wills",1,0,0,1,0
597,598,0,3,"Johnson, Mr. Alfred",0,0,0,1,0
598,599,0,3,"Boulos, Mr. Hanna",0,0,0,1,1
599,600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",0,0,0,2,1
600,601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",1,0,0,4,0
601,602,0,3,"Slabenoff, Mr. Petco",0,0,0,1,0
602,603,0,1,"Harrington, Mr. Charles H",0,0,0,1,0
603,604,0,3,"Torber, Mr. Ernst William",0,0,0,1,0
604,605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",0,0,0,1,1
605,606,0,3,"Lindell, Mr. Edvard Bengtsson",0,0,0,2,0
606,607,0,3,"Karaic, Mr. Milan",0,0,0,1,0
607,608,1,1,"Daniel, Mr. Robert Williams",0,0,0,1,0
608,609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",1,0,0,4,1
609,610,1,1,"Shutes, Miss. Elizabeth W",1,0,0,1,0
610,611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",1,0,0,7,0
611,612,0,3,"Jardin, Mr. Jose Neto",0,0,0,1,0
612,613,1,3,"Murphy, Miss. Margaret Jane",1,0,0,2,2
613,614,0,3,"Horgan, Mr. John",0,0,0,1,2
614,615,0,3,"Brocklebank, Mr. William Alfred",0,0,0,1,0
615,616,1,2,"Herman, Miss. Alice",1,0,0,4,0
616,617,0,3,"Danbom, Mr. Ernst Gilbert",0,0,0,3,0
617,618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",1,0,0,2,0
618,619,1,2,"Becker, Miss. Marion Louise",1,1,1,4,0
619,620,0,2,"Gavey, Mr. Lawrence",0,0,0,1,0
620,621,0,3,"Yasbeck, Mr. Antoni",0,0,0,2,1
621,622,1,1,"Kimball, Mr. Edwin Nelson Jr",0,0,0,2,0
622,623,1,3,"Nakid, Mr. Sahid",0,0,0,3,1
623,624,0,3,"Hansen, Mr. Henry Damsgaard",0,0,0,1,0
624,625,0,3,"Bowen, Mr. David John ""Dai""",0,0,0,1,0
625,626,0,1,"Sutton, Mr. Frederick",0,0,0,1,0
626,627,0,2,"Kirkland, Rev. Charles Leonard",0,0,0,1,2
627,628,1,1,"Longley, Miss. Gretchen Fiske",1,0,0,1,0
628,629,0,3,"Bostandyeff, Mr. Guentcho",0,0,0,1,0
629,630,0,3,"O'Connell, Mr. Patrick D",0,0,0,1,2
630,631,1,1,"Barkworth, Mr. Algernon Henry Wilson",0,0,0,1,0
631,632,0,3,"Lundahl, Mr. Johan Svensson",0,0,0,1,0
632,633,1,1,"Stahelin-Maeglin, Dr. Max",0,0,0,1,1
633,634,0,1,"Parr, Mr. William Henry Marsh",0,0,0,1,0
634,635,0,3,"Skoog, Miss. Mabel",1,1,1,6,0
635,636,1,2,"Davis, Miss. Mary",1,0,0,1,0
636,637,0,3,"Leinonen, Mr. Antti Gustaf",0,0,0,1,0
637,638,0,2,"Collyer, Mr. Harvey",0,0,0,3,0
638,639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",1,0,0,6,0
639,640,0,3,"Thorneycroft, Mr. Percival",0,0,0,2,0
640,641,0,3,"Jensen, Mr. Hans Peder",0,0,0,1,0
641,642,1,1,"Sagesser, Mlle. Emma",1,0,0,1,1
642,643,0,3,"Skoog, Miss. Margit Elizabeth",1,1,1,6,0
643,644,1,3,"Foo, Mr. Choong",0,0,0,1,0
644,645,1,3,"Baclini, Miss. Eugenie",1,1,1,4,1
645,646,1,1,"Harper, Mr. Henry Sleeper",0,0,0,2,1
646,647,0,3,"Cor, Mr. Liudevit",0,0,0,1,0
647,648,1,1,"Simonius-Blumer, Col. Oberst Alfons",0,0,0,1,1
648,649,0,3,"Willey, Mr. Edward",0,0,0,1,0
649,650,1,3,"Stanley, Miss. Amy Zillah Elsie",1,0,0,1,0
650,651,0,3,"Mitkoff, Mr. Mito",0,0,0,1,0
651,652,1,2,"Doling, Miss. Elsie",1,0,0,2,0
652,653,0,3,"Kalvik, Mr. Johannes Halvorsen",0,0,0,1,0
653,654,1,3,"O'Leary, Miss. Hanora ""Norah""",1,0,0,1,2
654,655,0,3,"Hegarty, Miss. Hanora ""Nora""",1,0,0,1,2
655,656,0,2,"Hickman, Mr. Leonard Mark",0,0,0,3,0
656,657,0,3,"Radeff, Mr. Alexander",0,0,0,1,0
657,658,0,3,"Bourke, Mrs. John (Catherine)",1,0,0,3,2
658,659,0,2,"Eitemiller, Mr. George Floyd",0,0,0,1,0
659,660,0,1,"Newell, Mr. Arthur Webster",0,0,0,3,1
660,661,1,1,"Frauenthal, Dr. Henry William",0,0,0,3,0
661,662,0,3,"Badt, Mr. Mohamed",0,0,0,1,1
662,663,0,1,"Colley, Mr. Edward Pomeroy",0,0,0,1,0
663,664,0,3,"Coleff, Mr. Peju",0,0,0,1,0
664,665,1,3,"Lindqvist, Mr. Eino William",0,0,0,2,0
665,666,0,2,"Hickman, Mr. Lewis",0,0,0,3,0
666,667,0,2,"Butler, Mr. Reginald Fenton",0,0,0,1,0
667,668,0,3,"Rommetvedt, Mr. Knud Paust",0,0,0,1,0
668,669,0,3,"Cook, Mr. Jacob",0,0,0,1,0
669,670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",1,1,0,2,0
670,671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",1,0,0,3,0
671,672,0,1,"Davidson, Mr. Thornton",0,0,0,2,0
672,673,0,2,"Mitchell, Mr. Henry Michael",0,0,0,1,0
673,674,1,2,"Wilhelms, Mr. Charles",0,0,0,1,0
674,675,0,2,"Watson, Mr. Ennis Hastings",0,0,0,1,0
675,676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",0,0,0,1,0
676,677,0,3,"Sawyer, Mr. Frederick Charles",0,0,0,1,0
677,678,1,3,"Turja, Miss. Anna Sofia",1,0,0,1,0
678,679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",1,0,0,8,0
679,680,1,1,"Cardeza, Mr. Thomas Drake Martinez",0,0,0,2,1
680,681,0,3,"Peters, Miss. Katie",1,1,0,1,2
681,682,1,1,"Hassab, Mr. Hammad",0,0,0,1,1
682,683,0,3,"Olsvigen, Mr. Thor Anderson",0,0,0,1,0
683,684,0,3,"Goodwin, Mr. Charles Edward",0,1,1,8,0
684,685,0,2,"Brown, Mr. Thomas William Solomon",0,0,0,3,0
685,686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",0,0,0,4,1
686,687,0,3,"Panula, Mr. Jaako Arnold",0,1,1,6,0
687,688,0,3,"Dakic, Mr. Branko",0,0,0,1,0
688,689,0,3,"Fischer, Mr. Eberhard Thelander",0,0,0,1,0
689,690,1,1,"Madill, Miss. Georgette Alexandra",1,1,1,2,0
690,691,1,1,"Dick, Mr. Albert Adrian",0,0,0,2,0
691,692,1,3,"Karun, Miss. Manca",1,1,1,2,1
692,693,1,3,"Lam, Mr. Ali",0,1,0,1,0
693,694,0,3,"Saad, Mr. Khalil",0,0,0,1,1
694,695,0,1,"Weir, Col. John",0,0,0,1,0
695,696,0,2,"Chapman, Mr. Charles Henry",0,0,0,1,0
696,697,0,3,"Kelly, Mr. James",0,0,0,1,0
697,698,1,3,"Mullens, Miss. Katherine ""Katie""",1,0,0,1,2
698,699,0,1,"Thayer, Mr. John Borland",0,0,0,3,1
699,700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",0,0,0,1,0
700,701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",1,0,0,2,1
701,702,1,1,"Silverthorne, Mr. Spencer Victor",0,0,0,1,0
702,703,0,3,"Barbara, Miss. Saiide",1,0,0,2,1
703,704,0,3,"Gallagher, Mr. Martin",0,0,0,1,2
704,705,0,3,"Hansen, Mr. Henrik Juul",0,0,0,2,0
705,706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",0,0,0,1,0
706,707,1,2,"Kelly, Mrs. Florence ""Fannie""",1,0,0,1,0
707,708,1,1,"Calderhead, Mr. Edward Pennington",0,0,0,1,0
708,709,1,1,"Cleaver, Miss. Alice",1,0,0,1,0
709,710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",0,1,1,3,1
710,711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",1,0,0,1,1
711,712,0,1,"Klaber, Mr. Herman",0,0,0,1,0
712,713,1,1,"Taylor, Mr. Elmer Zebley",0,0,0,2,0
713,714,0,3,"Larsson, Mr. August Viktor",0,0,0,1,0
714,715,0,2,"Greenberg, Mr. Samuel",0,0,0,1,0
715,716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",0,0,0,1,0
716,717,1,1,"Endres, Miss. Caroline Louise",1,0,0,1,1
717,718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",1,0,0,1,0
718,719,0,3,"McEvoy, Mr. Michael",0,0,0,1,2
719,720,0,3,"Johnson, Mr. Malkolm Joackim",0,0,0,1,0
720,721,1,2,"Harper, Miss. Annie Jessie ""Nina""",1,1,1,2,0
721,722,0,3,"Jensen, Mr. Svend Lauritz",0,0,0,2,0
722,723,0,2,"Gillespie, Mr. William Henry",0,0,0,1,0
723,724,0,2,"Hodges, Mr. Henry Price",0,0,0,1,0
724,725,1,1,"Chambers, Mr. Norman Campbell",0,0,0,2,0
725,726,0,3,"Oreskovic, Mr. Luka",0,0,0,1,0
726,727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",1,0,0,4,0
727,728,1,3,"Mannion, Miss. Margareth",1,0,0,1,2
728,729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",0,0,0,2,0
729,730,0,3,"Ilmakangas, Miss. Pieta Sofia",1,0,0,2,0
730,731,1,1,"Allen, Miss. Elisabeth Walton",1,0,0,1,0
731,732,0,3,"Hassan, Mr. Houssein G N",0,1,1,1,1
732,733,0,2,"Knight, Mr. Robert J",0,0,0,1,0
733,734,0,2,"Berriman, Mr. William John",0,0,0,1,0
734,735,0,2,"Troupiansky, Mr. Moses Aaron",0,0,0,1,0
735,736,0,3,"Williams, Mr. Leslie",0,0,0,1,0
736,737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",1,0,0,5,0
737,738,1,1,"Lesurer, Mr. Gustave J",0,0,0,1,1
738,739,0,3,"Ivanoff, Mr. Kanio",0,0,0,1,0
739,740,0,3,"Nankoff, Mr. Minko",0,0,0,1,0
740,741,1,1,"Hawksford, Mr. Walter James",0,0,0,1,0
741,742,0,1,"Cavendish, Mr. Tyrell William",0,0,0,2,0
742,743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",1,0,0,5,1
743,744,0,3,"McNamee, Mr. Neal",0,0,0,2,0
744,745,1,3,"Stranden, Mr. Juho",0,0,0,1,0
745,746,0,1,"Crosby, Capt. Edward Gifford",0,0,0,3,0
746,747,0,3,"Abbott, Mr. Rossmore Edward",0,1,1,3,0
747,748,1,2,"Sinkkonen, Miss. Anna",1,0,0,1,0
748,749,0,1,"Marvin, Mr. Daniel Warner",0,0,0,2,0
749,750,0,3,"Connaghton, Mr. Michael",0,0,0,1,2
750,751,1,2,"Wells, Miss. Joan",1,1,1,3,0
751,752,1,3,"Moor, Master. Meier",0,1,1,2,0
752,753,0,3,"Vande Velde, Mr. Johannes Joseph",0,0,0,1,0
753,754,0,3,"Jonkoff, Mr. Lalio",0,0,0,1,0
754,755,1,2,"Herman, Mrs. Samuel (Jane Laver)",1,0,0,4,0
755,756,1,2,"Hamalainen, Master. Viljo",0,1,1,3,0
756,757,0,3,"Carlsson, Mr. August Sigfrid",0,0,0,1,0
